nrCpfCnpj,vlPresta,vlMora,qtPrestacoes,vlMovimento,vlPag,vlTotal,dtPag,dtContrato,dtVctPre
08.639.425/0001-57,4615.44,10.65,11,5573.57,3274.4,4626.09,20240101,20200810,20230227
358.315.290-53,4597.21,47.42,6,4167.89,4772.9,4644.63,20240103,20201207,20221019
28.347.360/0001-83,2028.26,204.25,7,5435.64,2519.1,2232.51,20240103,20200103,20220422
749.073.124-07,4107.86,388.91,12,7604.5,1557.61,4496.77,20240114,20220909,20231014
088.818.276-70,1275.96,91.98,2,5757.44,4269.08,1367.94,20240101,20220327,20230324
37.764.453/0001-02,3871.22,173.23,7,2383.59,4275.82,4044.45,20240101,20230726,20231024
772.372.494-28,3968.48,210.71,7,6525.86,4473.36,4179.19,20240114,20221217,20231024
901.590.610-67,4746.8,84.48,6,4661.38,607.08,4831.28,20240102,20220630,20230816
88.157.827/0001-54,1215.75,216.21,8,1425.4,3711.69,1431.96,20240102,20201016,20210314
876.539.285-01,2498.38,238.83,2,7949.87,3811.72,2737.21,20240112,20200717,20231231
812.037.402-98,3716.53,330.0,12,6633.39,1217.22,4046.53,20240101,20210509,20221101
84.559.637/0001-02,4489.53,468.9,9,7282.83,1463.21,4958.43,20240109,20231128,20240114
79.596.415/0001-20,4698.96,272.13,3,8370.73,3497.61,4971.09,20240101,20200608,20240114
643.760.861-77,4654.05,320.44,4,2458.08,1234.5,4974.49,20240106,20220321,20231120
05.160.565/0001-50,4938.41,144.68,4,7224.04,4560.16,5083.09,20240104,20230211,20230914
592.974.150-67,2505.06,390.12,10,8432.44,4995.6,2895.18,20240114,20221207,20231122
01.873.238/0001-94,3347.66,220.99,1,5966.43,3477.26,3568.65,20240103,20200808,20210415
162.663.985-08,1530.18,284.21,12,8334.71,2530.45,1814.39,20240107,20200812,20220720
11.015.614/0001-63,2449.23,493.41,2,7559.99,3665.42,2942.64,20240106,20211219,20230615
01.023.008/0001-36,3418.19,421.77,11,6770.32,2970.53,3839.96,20240103,20210819,20230710
59.852.150/0001-76,2934.03,1.45,1,9670.44,3413.66,2935.48,20240104,20231126,20231210
77.663.253/0001-70,2420.04,181.9,5,2215.02,3966.26,2601.94,20240105,20230701,20230804
781.878.694-53,1302.9,99.03,12,9674.39,4270.37,1401.93,20240105,20210821,20230623
720.310.462-17,4628.54,18.51,7,5496.54,2719.07,4647.05,20240115,20210930,20230813
758.854.496-19,2334.47,443.38,10,5364.45,3710.83,2777.85,20240102,20220102,20240101
563.616.561-79,2951.12,70.89,4,6524.17,3023.22,3022.01,20240113,20211231,20231004
327.440.320-26,4631.82,251.05,6,6972.51,2526.8,4882.87,20240103,20210910,20220813
91.899.858/0001-95,2571.81,133.7,1,3634.52,581.23,2705.51,20240109,20230201,20230822
62.336.439/0001-47,1577.3,432.41,11,5344.35,4058.3,2009.71,20240112,20230912,20231012
940.403.718-44,1896.98,489.53,12,8389.55,982.74,2386.51,20240105,20220927,20230108
94.248.440/0001-06,2232.0,127.15,10,6748.88,1620.58,2359.15,20240105,20220327,20231121
115.652.310-90,3861.23,209.75,1,5874.14,1620.4,4070.98,20240112,20220116,20220722
76.018.170/0001-65,3301.18,498.15,10,6526.64,4407.39,3799.33,20240106,20231029,20231231
62.665.440/0001-15,2391.09,82.95,10,2239.57,1366.56,2474.04,20240114,20230712,20230809
54.098.441/0001-05,2708.83,68.19,4,2011.21,1961.7,2777.02,20240102,20210905,20220121
523.383.963-67,4648.85,416.06,7,2824.88,3006.51,5064.91,20240113,20210220,20221224
191.768.344-84,1217.08,25.24,7,4633.76,4108.2,1242.32,20240114,20230827,20231201
51.442.644/0001-70,4858.54,241.4,9,4282.87,2140.53,5099.94,20240106,20220107,20220528
615.807.188-92,3629.05,405.59,4,6915.76,1316.54,4034.64,20240108,20210102,20230316
31.947.753/0001-32,1738.28,389.35,5,1861.23,2129.69,2127.63,20240109,20230830,20231021
81.986.568/0001-25,4720.34,277.37,2,4180.12,1453.25,4997.71,20240114,20210731,20211117
41.877.182/0001-60,4553.43,389.99,1,2382.86,727.16,4943.42,20240112,20240103,20240109
443.247.717-23,1648.48,116.48,7,7945.11,1808.57,1764.96,20240115,20211117,20231217
80.929.531/0001-00,2230.37,189.05,4,3004.16,4231.1,2419.42,20240112,20230123,20230124
076.150.227-03,3844.15,357.97,3,3153.72,3678.05,4202.12,20240101,20230804,20231227
231.471.458-08,4673.57,370.95,2,9361.0,893.8,5044.52,20240115,20220712,20230131
971.190.151-09,4238.9,311.09,1,3234.22,2041.19,4549.99,20240101,20230611,20230712
22.119.761/0001-08,4966.8,228.99,1,7737.16,1240.55,5195.79,20240104,20230609,20230616
37.391.257/0001-21,2063.05,426.73,2,5204.52,4394.69,2489.78,20240102,20210621,20211119
63.231.160/0001-61,4342.51,426.76,9,2349.08,4905.9,4769.27,20240105,20211015,20220109
26.121.046/0001-52,2714.09,19.48,1,7666.16,891.08,2733.57,20240114,20200803,20210301
491.243.620-85,2235.45,303.02,10,6786.75,1756.48,2538.47,20240112,20201004,20210918
606.626.112-68,1518.11,286.46,3,6772.34,4684.13,1804.57,20240106,20220819,20230302
953.541.776-26,4910.18,0.76,2,7363.83,4889.3,4910.94,20240108,20230517,20230817
93.391.080/0001-34,1437.56,388.38,1,7438.4,1679.62,1825.94,20240105,20230331,20230902
60.694.823/0001-96,4196.1,434.17,1,9438.07,3886.87,4630.27,20240113,20230331,20230528
16.015.294/0001-65,3431.54,141.36,12,9142.96,2010.22,3572.9,20240113,20211202,20221001
52.513.441/0001-90,3498.31,360.49,6,7890.28,1424.87,3858.8,20240115,20220108,20230327
955.878.527-09,2490.54,219.65,2,9063.51,4166.25,2710.19,20240107,20211014,20220203
311.512.757-00,2204.31,342.6,7,4801.61,513.76,2546.91,20240101,20220903,20230918
819.941.577-04,3150.18,19.4,1,8847.9,1409.48,3169.58,20240113,20211219,20231204
142.422.568-09,2015.91,13.89,5,9660.36,3116.37,2029.8,20240112,20201016,20220424
53.969.344/0001-70,1955.84,456.03,8,2441.53,4278.14,2411.87,20240102,20221116,20231002
43.050.765/0001-49,4578.42,343.74,12,4148.47,2901.13,4922.16,20240103,20211206,20220206
38.686.681/0001-66,4145.9,368.82,4,5748.25,4372.01,4514.72,20240112,20200220,20221201
65.524.342/0001-56,4166.67,111.09,9,6635.89,4465.85,4277.76,20240114,20220705,20230323
77.874.352/0001-09,3135.11,483.74,6,9482.69,536.38,3618.85,20240111,20210504,20220711
102.499.050-86,4346.46,80.03,9,9820.15,748.36,4426.49,20240115,20220511,20230617
83.922.181/0001-30,3120.19,123.79,4,4816.22,4769.06,3243.98,20240103,20230902,20231106
99.153.596/0001-27,4650.86,72.65,8,8022.53,999.57,4723.51,20240105,20230804,20231026
50.779.238/0001-35,3969.16,190.48,5,9042.19,1660.18,4159.64,20240102,20200922,20240111
90.354.177/0001-89,3994.94,411.84,7,4645.05,3660.91,4406.78,20240109,20200814,20230603
77.821.336/0001-40,3670.54,350.29,8,6584.0,1919.65,4020.83,20240102,20210416,20220617
66.955.675/0001-00,1788.03,27.01,12,9806.67,3177.55,1815.04,20240115,20220210,20230525
75.865.849/0001-27,4668.88,41.27,2,8433.28,3067.32,4710.15,20240107,20200527,20211231
80.059.448/0001-10,3157.52,349.71,1,3716.53,3649.16,3507.23,20240113,20200821,20220913
89.395.583/0001-00,1090.11,209.64,1,8761.07,1521.08,1299.75,20240115,20220517,20240105
096.217.099-20,3827.84,23.7,1,1788.67,3274.82,3851.54,20240114,20230225,20230310
714.370.812-74,4320.7,274.68,12,6553.81,630.57,4595.38,20240108,20210711,20211104
506.465.130-95,3136.03,247.09,11,4587.28,2536.34,3383.12,20240105,20220905,20221008
77.643.823/0001-60,2519.11,329.47,11,3678.73,4255.84,2848.58,20240114,20220420,20231223
105.591.307-67,1026.02,4.66,6,8713.31,1380.3,1030.68,20240102,20200608,20220925
83.943.256/0001-60,4836.09,341.47,1,5259.44,1796.07,5177.56,20240102,20200321,20200813
82.709.485/0001-51,2182.26,297.12,2,1656.69,1241.6,2479.38,20240108,20230428,20231110
76.030.015/0001-64,4071.14,351.65,2,5838.52,1505.11,4422.79,20240108,20201218,20231002
68.848.358/0001-02,1056.4,452.48,4,5882.98,2738.13,1508.88,20240112,20231012,20231231
09.791.878/0001-67,3065.66,259.83,5,4199.33,2356.56,3325.49,20240101,20200202,20201128
980.111.293-09,4235.85,256.56,10,7510.56,996.84,4492.41,20240104,20201227,20220112
11.352.132/0001-07,2581.91,114.75,2,6141.02,2410.95,2696.66,20240108,20230618,20240113
185.713.804-06,4370.45,115.45,8,5579.71,722.67,4485.9,20240115,20220128,20231114
43.926.240/0001-24,3537.22,25.39,8,1702.86,3209.3,3562.61,20240101,20210415,20210816
46.422.781/0001-03,2502.07,390.01,12,2871.3,1033.49,2892.08,20240104,20231205,20231230
172.162.103-28,4334.54,326.02,9,4493.22,4659.76,4660.56,20240114,20230212,20230608
80.450.158/0001-00,3168.2,300.42,11,6361.4,2582.64,3468.62,20240113,20200715,20210506
12.044.588/0001-64,3481.02,285.51,11,9079.66,4684.76,3766.53,20240111,20200428,20220904
189.888.956-22,4104.13,425.27,2,2698.33,3767.58,4529.4,20240102,20200607,20210905
431.918.820-90,2629.25,227.62,6,6736.44,4652.56,2856.87,20240102,20210330,20221127
737.891.388-00,4827.6,149.29,6,5589.17,4702.8,4976.89,20240101,20231103,20231215
68.051.093/0001-17,3338.71,39.24,3,1294.37,2632.24,3377.95,20240110,20200203,20200619
417.169.846-45,2157.84,99.43,7,6462.37,3642.05,2257.27,20240103,20220713,20230828
91.536.013/0001-35,2279.84,139.94,4,2957.15,2151.65,2419.78,20240106,20230329,20240104
91.786.187/0001-56,2996.93,421.23,12,6123.25,1255.2,3418.16,20240110,20230607,20230711
799.567.496-13,2328.24,346.74,9,6674.41,3247.04,2674.98,20240104,20220307,20230511
39.885.272/0001-51,2077.21,492.11,3,3604.77,1487.82,2569.32,20240103,20210715,20220219
73.456.219/0001-73,1454.14,301.3,4,8077.57,2454.14,1755.44,20240102,20240113,20240114
31.769.041/0001-70,3825.3,164.34,1,7872.19,2822.31,3989.64,20240101,20201129,20210806
020.700.230-44,4084.18,221.02,10,7679.81,2676.73,4305.2,20240113,20210617,20221019
571.258.370-42,4713.64,341.46,12,6959.32,2565.19,5055.1,20240101,20230625,20230712
881.353.272-50,4016.97,100.46,11,9395.24,2156.49,4117.43,20240105,20231224,20240109
738.862.164-46,3457.43,151.1,8,3510.27,1528.14,3608.53,20240112,20220617,20231225
571.373.614-80,4532.99,139.79,9,5525.38,2045.27,4672.78,20240115,20210107,20211030
051.879.913-10,1694.6,153.81,4,4364.53,4810.81,1848.41,20240113,20220227,20230314
016.781.644-61,4916.3,230.78,7,3883.63,885.78,5147.08,20240112,20220911,20220927
78.264.630/0001-60,3092.39,252.43,7,3117.78,2771.72,3344.82,20240114,20221120,20230227
82.693.196/0001-01,3190.88,459.78,10,1454.39,608.33,3650.66,20240105,20210607,20220331
16.151.431/0001-99,4924.75,333.04,9,2462.82,4253.48,5257.79,20240105,20200918,20210414
29.916.762/0001-14,2408.36,415.63,11,9690.87,2728.17,2823.99,20240111,20220427,20231013
001.206.917-52,3490.23,303.88,9,3284.56,3363.79,3794.11,20240113,20220912,20221106
127.192.190-10,2234.81,337.84,12,3442.49,1034.86,2572.65,20240106,20200916,20210204
42.738.432/0001-44,2184.58,294.72,10,7078.75,1915.47,2479.3,20240110,20230422,20230714
45.222.429/0001-61,4716.28,363.65,2,7467.31,2582.1,5079.93,20240106,20211228,20231202
167.532.071-39,1896.21,141.54,5,2113.66,4377.58,2037.75,20240106,20220214,20230416
03.559.592/0001-74,2012.68,200.78,11,6480.29,2542.01,2213.46,20240113,20210503,20211212
57.329.213/0001-89,4797.95,231.89,8,3257.54,1573.96,5029.84,20240111,20220928,20231108
916.341.381-71,3741.51,444.04,1,7094.01,2551.96,4185.55,20240101,20210310,20211009
79.321.207/0001-18,1097.02,489.41,12,1481.18,3359.3,1586.43,20240102,20230102,20230725
568.402.967-17,4339.66,441.32,12,1203.34,3281.46,4780.98,20240111,20200517,20201114
46.899.639/0001-51,2877.14,31.69,6,7588.55,1270.21,2908.83,20240102,20201013,20230128
46.984.708/0001-25,4894.41,16.13,6,7040.75,1672.74,4910.54,20240114,20230818,20231006
34.423.406/0001-07,2949.83,419.78,4,2794.69,2735.27,3369.61,20240101,20220310,20220618
926.109.976-98,3171.11,16.91,1,2442.51,4837.0,3188.02,20240109,20231127,20240102
688.031.133-47,4996.12,200.52,12,1973.2,4935.18,5196.64,20240115,20230518,20230618
53.412.986/0001-73,3026.75,170.89,6,4612.72,4025.81,3197.64,20240103,20211228,20220703
31.929.492/0001-28,2825.11,268.5,1,4887.13,2566.91,3093.61,20240108,20210904,20221201
873.076.418-10,3017.78,282.4,12,6205.06,3060.79,3300.18,20240112,20211018,20230526
42.339.328/0001-87,4593.61,316.05,2,4922.54,1328.94,4909.66,20240115,20240106,20240109
36.084.151/0001-12,2992.23,464.53,10,3755.28,4592.97,3456.76,20240110,20230405,20231203
14.169.422/0001-08,3533.77,42.6,2,2298.69,1738.81,3576.37,20240106,20230828,20230904
977.795.431-02,1852.06,103.44,9,3078.93,4311.44,1955.5,20240112,20231220,20231224
88.708.049/0001-44,2202.45,246.95,11,9040.66,3655.25,2449.4,20240115,20220517,20230418
41.705.494/0001-97,1986.48,430.87,9,7256.69,726.95,2417.35,20240103,20220214,20220422
26.191.181/0001-74,4738.39,230.98,10,5449.46,4146.94,4969.37,20240103,20200717,20221220
012.341.683-32,4655.26,12.96,9,1847.54,2922.61,4668.22,20240107,20200922,20220427
84.999.399/0001-56,2301.7,129.69,1,6936.27,2799.23,2431.39,20240111,20220305,20230617
82.136.574/0001-56,1975.97,51.22,5,6013.18,2550.38,2027.19,20240103,20200416,20220602
71.691.953/0001-91,2081.5,117.37,11,4206.77,538.17,2198.87,20240109,20200720,20211009
989.577.052-95,4860.94,409.71,6,3153.36,2877.18,5270.65,20240102,20220803,20230528
615.378.486-07,4602.32,187.03,5,1720.67,2682.79,4789.35,20240114,20221005,20221208
305.706.287-33,2043.14,316.57,7,7646.42,3746.62,2359.71,20240115,20210811,20221208
74.109.093/0001-23,1971.51,405.74,1,5282.71,4988.83,2377.25,20240112,20200219,20230226
244.951.105-94,2560.63,222.49,6,5129.35,1733.69,2783.12,20240108,20230316,20230510
595.513.153-16,1473.0,20.39,2,7660.29,3699.06,1493.39,20240110,20210905,20230722
38.445.506/0001-87,2210.04,494.57,7,6784.65,4514.84,2704.61,20240110,20231031,20231122
432.015.413-46,1493.09,312.85,4,5169.57,998.19,1805.94,20240104,20220220,20220601
16.753.456/0001-62,3315.56,103.01,12,4033.35,1395.83,3418.57,20240105,20200226,20220529
89.846.791/0001-89,3261.07,460.87,6,4074.01,4218.14,3721.94,20240115,20211128,20230911
383.437.755-46,4550.33,9.48,6,7285.84,4071.9,4559.81,20240102,20230107,20230418
30.104.393/0001-44,4250.89,439.27,10,7625.85,2177.21,4690.16,20240115,20230927,20231025
393.904.943-38,1433.39,452.54,9,1908.21,4707.63,1885.93,20240107,20200505,20210522
568.942.832-90,3303.15,112.81,3,5584.43,2544.36,3415.96,20240101,20221121,20230711
789.590.649-63,4927.24,204.05,3,6248.86,1141.1,5131.29,20240112,20200605,20200809
99.700.685/0001-46,4361.37,405.25,1,1997.68,2230.89,4766.62,20240104,20231206,20240113
81.027.445/0001-67,2558.95,34.13,7,8277.16,4330.77,2593.08,20240108,20201117,20201213
797.922.687-90,4249.05,303.18,6,3702.24,1438.97,4552.23,20240111,20221224,20231014
904.984.874-58,2460.8,117.42,5,2371.98,4804.58,2578.22,20240114,20210127,20220615
528.687.094-51,2567.21,211.59,12,4396.8,4316.56,2778.8,20240113,20201207,20220212
26.451.954/0001-04,4472.19,227.03,2,6363.16,1842.7,4699.22,20240109,20221030,20221105
46.012.974/0001-96,1336.14,248.46,1,3269.73,1923.44,1584.6,20240109,20230517,20230619
768.989.275-23,2838.41,41.11,2,2960.15,2190.43,2879.52,20240112,20231205,20231228
168.419.492-00,4476.27,367.93,10,4810.13,2309.15,4844.2,20240106,20200129,20220517
718.135.108-73,1603.99,126.67,4,4076.73,4611.5,1730.66,20240106,20230311,20231016
20.534.209/0001-42,2873.81,495.93,12,4062.95,631.28,3369.74,20240115,20210416,20211204
242.189.950-87,2996.92,498.72,8,6150.69,1695.66,3495.64,20240106,20230905,20231006
754.908.855-13,2728.28,371.89,6,4635.6,3682.18,3100.17,20240106,20210826,20220105
28.483.276/0001-97,3309.3,68.77,12,7368.57,1660.45,3378.07,20240102,20210129,20220418
886.684.716-00,3427.15,464.24,1,4978.68,1094.65,3891.39,20240101,20201031,20231105
91.508.199/0001-19,1532.91,104.8,12,4899.73,4274.18,1637.71,20240101,20231012,20231201
888.180.871-42,2589.09,42.86,5,3323.11,3466.27,2631.95,20240111,20200809,20220816
979.130.755-54,4757.35,103.51,7,7128.79,3520.98,4860.86,20240108,20200307,20210528
24.822.268/0001-77,3134.58,359.09,4,8055.02,648.08,3493.67,20240101,20231030,20240106
75.233.762/0001-37,3000.06,380.33,8,4619.71,2335.68,3380.39,20240115,20220613,20230321
551.596.649-04,2190.49,77.09,1,9739.35,2865.46,2267.58,20240102,20200224,20220920
914.976.505-18,1402.36,107.81,1,5230.71,3161.05,1510.17,20240102,20210108,20220922
51.205.920/0001-87,4384.22,276.08,4,8218.22,3508.04,4660.3,20240105,20211016,20220906
616.234.402-97,1511.84,68.02,6,8466.26,3541.52,1579.86,20240110,20200527,20230730
856.532.540-70,4531.74,14.51,8,9071.47,3980.2,4546.25,20240110,20210312,20221030
03.045.400/0001-01,2308.69,385.8,5,5690.84,3083.63,2694.49,20240106,20211229,20221207
953.767.614-52,3308.08,224.96,3,2991.41,1165.47,3533.04,20240105,20210508,20230511
60.451.524/0001-20,4388.6,303.04,3,3608.87,4608.46,4691.64,20240112,20210607,20220904
38.684.729/0001-05,2975.0,202.14,6,2452.37,2879.82,3177.14,20240111,20230623,20240103
71.595.386/0001-70,4614.53,438.11,6,6860.72,2581.45,5052.64,20240104,20200113,20230701
31.559.634/0001-02,4061.44,233.55,3,4437.23,4979.22,4294.99,20240111,20220115,20230515
747.423.996-50,1859.31,146.97,5,3848.8,1185.88,2006.28,20240106,20231023,20231117
81.768.080/0001-21,3366.82,281.32,1,7290.2,1966.84,3648.14,20240106,20230525,20230706
27.988.069/0001-21,1280.72,92.81,1,7600.14,1114.65,1373.53,20240112,20211216,20221230
19.466.876/0001-56,4279.06,61.51,12,8053.33,2111.14,4340.57,20240101,20220830,20221028
971.775.527-23,4837.74,22.52,3,8901.38,1518.76,4860.26,20240113,20200409,20220626
136.768.193-65,2888.8,33.89,12,9661.46,2801.59,2922.69,20240109,20200414,20210527
94.673.197/0001-73,4126.94,396.16,6,1208.21,1715.52,4523.1,20240112,20230712,20231201
47.624.103/0001-96,2420.87,66.53,7,8180.68,4099.36,2487.4,20240114,20230419,20230529
63.773.995/0001-43,1418.64,373.9,11,7285.27,2247.92,1792.54,20240101,20201220,20230303
076.653.488-07,2676.39,332.91,7,4597.42,1817.26,3009.3,20240112,20230813,20231027
421.683.088-96,4084.38,109.71,9,2729.45,2417.95,4194.09,20240114,20210309,20230725
42.079.195/0001-57,4952.47,175.29,9,6323.86,571.58,5127.76,20240102,20210212,20230404
68.409.153/0001-20,3573.36,1.41,6,1910.05,2030.59,3574.77,20240105,20220922,20230329
453.895.464-07,2380.33,184.86,2,3988.93,714.16,2565.19,20240107,20230905,20231103
86.436.922/0001-61,3788.43,354.62,11,7328.31,2935.97,4143.05,20240110,20201101,20220330
366.782.987-64,3536.04,183.39,8,5745.13,4981.03,3719.43,20240113,20230117,20230827
608.397.466-60,3365.57,415.46,5,7813.34,1530.46,3781.03,20240110,20210812,20230511
98.460.990/0001-45,2296.18,472.19,1,4055.79,2451.82,2768.37,20240108,20201120,20221028
589.037.262-94,3994.19,189.59,12,1376.69,4663.5,4183.78,20240107,20211014,20220915
183.513.718-07,2159.73,47.17,12,8591.5,3276.88,2206.9,20240104,20210624,20220217
77.211.089/0001-60,1334.02,76.8,12,2023.71,3753.12,1410.82,20240102,20211026,20230224
162.427.103-07,2909.71,131.39,3,6390.73,1406.77,3041.1,20240108,20200515,20201230
70.301.679/0001-34,4397.46,161.2,2,1876.41,3826.01,4558.66,20240102,20230305,20231114
69.998.587/0001-76,3468.47,83.58,12,6172.22,3738.42,3552.05,20240115,20200130,20200928
165.210.093-89,4084.87,496.88,2,7273.31,2100.16,4581.75,20240106,20211023,20220913
304.227.100-59,2871.03,419.56,4,9002.38,2535.77,3290.59,20240105,20200305,20220320
129.078.870-76,4369.25,210.94,8,9330.0,2277.61,4580.19,20240101,20201212,20210518
89.962.422/0001-51,3249.89,187.99,2,7789.71,3285.26,3437.88,20240103,20200201,20200203
065.299.552-75,4459.91,311.29,6,9052.0,2935.97,4771.2,20240106,20220117,20230421
757.722.009-41,4514.15,355.88,6,2644.18,1788.66,4870.03,20240113,20230425,20231012
26.449.894/0001-95,1220.78,190.82,10,8005.95,3492.62,1411.6,20240109,20210727,20230611
481.358.206-07,3835.17,285.4,4,7303.85,3085.8,4120.57,20240108,20200501,20230129
731.413.833-83,3170.33,286.54,10,5225.94,4946.93,3456.87,20240109,20220814,20230813
56.237.886/0001-46,3698.0,194.43,7,8776.0,3950.85,3892.43,20240115,20230907,20230927
849.015.339-67,4745.66,379.45,2,3586.99,2441.58,5125.11,20240109,20200712,20201219
343.841.003-61,3278.91,491.65,11,3328.41,1614.75,3770.56,20240109,20210606,20211113
09.480.332/0001-95,4124.82,160.28,7,9566.71,1825.79,4285.1,20240102,20200419,20220402
846.503.342-09,2753.08,189.26,4,9234.7,3924.97,2942.34,20240107,20200308,20221216
57.136.024/0001-90,3535.27,376.43,9,6618.57,1083.76,3911.7,20240107,20201112,20210203
982.248.841-63,3666.0,359.8,6,5070.65,1901.35,4025.8,20240109,20230630,20231115
06.915.639/0001-83,1772.18,118.31,2,7834.3,3653.47,1890.49,20240101,20201030,20231210
62.573.308/0001-83,3860.03,310.41,9,8628.84,2063.76,4170.44,20240102,20200113,20200508
08.663.857/0001-01,1950.52,475.65,7,1635.29,3963.15,2426.17,20240105,20221221,20230523
728.547.850-45,2217.82,489.84,3,8609.95,3087.2,2707.66,20240111,20210601,20231115
890.018.191-25,2403.07,290.44,11,8716.84,614.79,2693.51,20240114,20220208,20230108
818.253.963-37,2704.47,267.15,6,4296.03,1616.82,2971.62,20240102,20230912,20240109
097.426.144-07,1920.97,61.25,2,6290.61,4378.64,1982.22,20240107,20230713,20230725
012.221.326-21,3850.41,88.19,4,8213.25,607.21,3938.6,20240109,20200401,20230901
962.896.904-85,1971.07,46.98,4,5010.01,4345.99,2018.05,20240115,20211020,20221016
018.224.450-43,2996.49,391.76,7,9027.32,1848.41,3388.25,20240102,20230813,20231218
48.968.888/0001-87,1756.27,390.62,10,5091.5,1051.16,2146.89,20240105,20220717,20230819
39.513.555/0001-72,3927.57,100.02,8,5609.48,4451.47,4027.59,20240108,20220706,20230619
146.775.666-07,3294.14,77.4,5,4590.38,3575.38,3371.54,20240111,20231111,20231130
23.693.544/0001-81,3261.55,317.06,9,6913.04,3453.8,3578.61,20240114,20230606,20240115
04.540.773/0001-11,1674.77,390.67,11,2950.69,3806.58,2065.44,20240103,20200211,20230418
189.738.558-75,2877.59,284.53,9,3932.62,4144.54,3162.12,20240113,20201226,20211020
65.589.553/0001-77,3548.83,330.55,5,4483.92,4815.62,3879.38,20240112,20210527,20220805
97.823.201/0001-20,4100.9,460.14,12,2920.94,3220.41,4561.04,20240101,20200928,20221129
121.014.515-49,3167.86,21.26,10,7941.55,4683.38,3189.12,20240104,20200129,20200409
286.715.968-77,2683.28,420.76,12,2257.16,4230.77,3104.04,20240105,20221215,20231118
464.440.073-48,1026.41,91.34,12,6045.69,4176.24,1117.75,20240110,20210914,20231008
903.949.240-96,1731.55,221.2,9,3575.68,4873.46,1952.75,20240103,20210501,20230501
29.537.706/0001-79,2508.81,409.71,1,7801.44,3147.85,2918.52,20240101,20231123,20231124
669.866.087-64,2238.16,72.38,5,5590.57,2861.35,2310.54,20240107,20230721,20231216
88.415.483/0001-36,3766.4,77.03,9,1016.77,2049.66,3843.43,20240112,20210526,20220903
33.899.781/0001-57,3234.05,411.71,3,7390.66,3806.59,3645.76,20240107,20200905,20220209
470.116.358-90,3636.68,186.22,12,4237.38,3329.55,3822.9,20240102,20200504,20210214
20.380.392/0001-79,3941.82,18.19,1,1923.36,2541.58,3960.01,20240107,20210921,20220826
420.767.923-50,1480.11,475.57,3,4361.74,851.33,1955.68,20240112,20230427,20230823
18.919.706/0001-17,4045.7,105.96,11,6688.26,688.98,4151.66,20240108,20220327,20220407
541.823.276-24,4119.88,73.68,6,8349.14,3930.2,4193.56,20240113,20230110,20231216
19.957.746/0001-16,4844.51,52.0,11,7587.15,4344.38,4896.51,20240114,20230908,20231018
94.978.639/0001-90,4056.12,226.47,1,9925.94,1084.16,4282.59,20240104,20210127,20230811
801.353.337-92,4412.24,264.35,7,1078.46,1898.71,4676.59,20240106,20211114,20220831
013.668.255-35,1687.93,211.92,9,7568.16,4154.97,1899.85,20240107,20220901,20230212
49.502.876/0001-25,3296.25,205.82,8,7120.38,1707.03,3502.07,20240115,20210221,20221220
77.854.937/0001-59,1787.71,219.98,8,5641.7,2931.23,2007.69,20240109,20200815,20230707
16.754.939/0001-81,1965.54,327.84,10,7847.79,4172.68,2293.38,20240101,20210706,20231018
15.207.467/0001-84,1380.59,499.59,9,6576.26,3035.65,1880.18,20240101,20230302,20240103
59.277.821/0001-12,3853.33,14.88,10,7903.97,1802.0,3868.21,20240107,20220529,20230905
595.283.382-91,3899.6,236.64,9,7150.73,1620.62,4136.24,20240108,20211002,20231230
69.853.464/0001-47,3270.46,468.31,5,8338.23,4383.97,3738.77,20240113,20210501,20210823
46.555.726/0001-91,3696.44,361.93,12,3287.63,748.72,4058.37,20240109,20211219,20220916
340.297.779-61,4458.74,243.42,6,9228.72,2816.67,4702.16,20240103,20230418,20230614
473.306.108-01,3714.1,75.5,8,8213.3,1511.17,3789.6,20240105,20210401,20221228
06.755.043/0001-63,3698.27,136.66,10,7294.67,1121.96,3834.93,20240104,20210107,20230326
296.957.320-20,2416.46,371.15,2,9626.31,2233.82,2787.61,20240104,20221201,20230523
87.344.062/0001-07,3223.18,369.56,12,9157.77,4827.99,3592.74,20240106,20230104,20230902
19.860.394/0001-86,3924.79,26.07,3,2382.32,907.56,3950.86,20240105,20201223,20211220
58.784.621/0001-93,2904.61,362.55,7,6552.26,1078.97,3267.16,20240112,20220417,20220828
62.339.037/0001-04,2547.36,497.47,4,1785.29,595.54,3044.83,20240114,20220326,20220704
31.444.587/0001-51,2919.81,110.47,12,4395.88,4912.07,3030.28,20240102,20220718,20230204
19.487.244/0001-79,2237.33,303.67,4,4962.91,1844.5,2541.0,20240107,20210407,20211229
05.057.340/0001-72,4233.09,332.32,12,8742.38,4674.09,4565.41,20240106,20230810,20230829
47.325.648/0001-00,4978.99,59.82,5,6590.32,3898.19,5038.81,20240104,20230727,20231230
766.273.183-93,4651.12,293.47,8,6735.61,2280.14,4944.59,20240110,20200101,20210117
063.897.577-86,3539.67,321.62,6,8294.24,2398.53,3861.29,20240104,20230728,20231002
823.398.924-06,2589.07,189.02,3,6993.04,2087.59,2778.09,20240109,20211014,20220726
11.062.857/0001-52,2086.34,62.27,8,5655.31,2366.34,2148.61,20240104,20201203,20220522
898.022.511-35,3948.55,12.37,10,7027.68,3329.8,3960.92,20240114,20201214,20210112
98.954.649/0001-46,1947.16,206.1,7,3297.22,4432.94,2153.26,20240104,20220208,20230612
